firm_ID,year,R,Re,R_F,industry_ID,sales,OX,NFE,X,OA,FA,OL,FO,BE,lagged_BE,ROE,ME
6,2018,-0.39349112426035493,-0.3927211931720388,-7.699310883161337e-4,1,13793.16,-39.52,-8.394458689726427,-31.13,9160.85,3990.5,1961.28,3979.9,7210.17,7406.799999999999,-0.00420289463736026,2441.14
6,2019,0.1073170731707318,0.10693712955353085,3.799436172009507e-4,1,14757.7,-243.01,-0.27909472064445723,-242.73,9215.77,4090.7,1993.15,4267.8,7045.52,7210.17,-0.03366494826058192,2813.665
7,2015,NA,NA,-7.699310883161337e-4,1,38978.69,281.63,-41.119439358499974,322.75,19228.77,11663.35,4440.86,13481.7,12969.56,NA,NA,16125.536
7,2016,-0.051594237263503206,-0.05197418088070416,3.799436172009507e-4,1,38191.46,367.19,-40.70086904448482,407.89,18071.68,13081.66,4606.85,13237.85,13308.64,12969.56,0.03144979475016885,15228.472
7,2017,0.0433390796530857,0.039631077049301355,0.003708002603784344,1,36420.34,321.38,-1.4085731187354047,322.79,16681.45,13130.81,4264.43,12135.56,13412.27,13308.64,0.02425416872047031,15822.912
7,2018,-0.029188475212324594,-0.036620563906097026,0.007432088693772432,1,37715.67,328.25,53.46436647504271,274.79,15312.06,14731.98,4237.55,12213.72,13592.77,13412.27,0.02048795617744051,15271.704
7,2019,0.17647578859403157,0.17591079962961254,5.649889644190331e-4,1,40584.51,382.03,110.67654908033931,271.35,15721.34,15154.76,4443.5,12662.69,13769.91,13592.77,0.01996281846893606,17876.432
7,2020,-0.10662336808158024,-0.10667221611927968,4.88480376994449e-5,1,40678.01,149.67,97.55701666507218,52.12,14933.11,17635.15,4704.28,14153.48,13710.500000000004,13769.91,0.00378506468088752,15909.376
8,2017,NA,NA,4.88480376994449e-5,1,19369.48,-122.97,-12.701588407572414,-110.27,14433.8,5979.29,12078,3663.05,4672.039999999999,NA,NA,3949.071
8,2018,-0.1222130470685383,-0.1279991555899478,0.005786108521409483,1,21597.98,-464.62,-23.5682424985639,-441.05,16345.42,7972.72,13912.28,4234.2,6171.66,4672.039999999999,-0.09440201710601796,9301.25
8,2019,-0.2126058325493887,-0.21183590146107256,-7.699310883161337e-4,1,23472.55,-241.22,497.5349579060448,-738.75,22578.06,8797.34,19150.73,5328.2,6896.470000000002,6171.66,-0.1197003723471481,8684.712
8,2020,0.1028913621432912,0.10251141852609025,3.799436172009507e-4,1,26686.62,3139.56,461.96853361745485,2677.59,25814.69,12378.53,22039.57,6965.34,9188.31,6896.470000000002,0.3882551508235372,9224.264
9,2015,NA,NA,0.005786108521409483,1,47104.43,360.2,4.519993389824673,355.68,20358.46,3322.29,5023,6507.12,12150.63,NA,NA,3983.774
9,2016,0.43604036312237504,0.4368102942106912,-7.699310883161337e-4,1,54928.1,440.84,18.57509078225992,422.26,21151.68,4646.85,7058.01,6342.75,12397.77,12150.63,0.03475210750389074,5530.318
9,2017,0.10417352517753997,0.10379358156033902,3.799436172009507e-4,1,64100.83,1252.99,14.058159589611302,1238.93,23065.16,5730.46,7016.43,8662.73,13116.46,12397.77,0.09993168126203342,5656.034
9,2018,-0.10234498285797233,-0.10605298546175668,0.003708002603784344,1,63010.2,1287.08,32.79272958274367,1254.28,23237.39,6276,7310.04,8727.26,13476.089999999998,13116.46,0.09562641139453786,4583.89
9,2019,0.2730057241839752,0.26557363549020274,0.007432088693772432,1,66668.22,1344.91,6.142147404749168,1338.77,25727.24,5648.52,7848.38,10121.81,13405.570000000002,13476.089999999998,0.09934409758320108,5469.832
9,2020,0.3449923841028377,0.3444273951384187,5.649889644190331e-4,1,69080.53,1249.37,25.781972123956447,1223.59,25438.28,6198.38,8496.74,9162.88,13977.04,13405.570000000002,0.09127474624353904,6884.73
10,2015,NA,NA,0.003708002603784344,1,36600.75,739.09,58.24327907741244,680.84,23489.16,6355.67,6636.13,8902.38,14306.32,NA,NA,5485.326
10,2016,0.15592377325521056,0.14849168456143813,0.007432088693772432,1,34776.56,225.83,42.87066877311274,182.96,21778.62,6499,6701.42,7774.97,13801.23,14306.32,0.01278875350194879,6166.3
10,2017,0.3209289232934551,0.3203639343290361,5.649889644190331e-4,1,35356.93,-31.59,21.57260572978777,-53.16,20985.5,6475.79,6360.08,7314.91,13786.3,13801.23,-0.00385183059770759,8296.473
10,2018,0.01637674526161037,0.016327897223910925,4.88480376994449e-5,1,35511.21,697.61,14.230302684585215,683.38,20767.86,6577.55,6315.59,6749.43,14280.39,13786.3,0.04956950015595193,8236.314
10,2019,0.8147368243726989,0.8089507158512894,0.005786108521409483,1,35571.74,1342.03,2.888215721639466,1339.14,18798.01,7218.54,6688.83,4246.75,15080.969999999998,14280.39,0.09377474984926884,14301.435
10,2020,-0.05902063320202411,-0.058250702113707975,-7.699310883161337e-4,1,36086.27,1621.63,-49.82732871394185,1671.46,20722.5,7134.48,6410.79,5393.93,16052.259999999998,15080.969999999998,0.1108323934070554,12770.115
11,2015,NA,NA,4.88480376994449e-5,1,412144.7,15742.11,-35.56280814084422,15777.67,145971.92,79968.43,61558.32,4835.6,159546.43,NA,NA,195685.659
11,2016,0.2959502477030982,0.2901641391816887,0.005786108521409483,1,481087.33,18540.7,-341.89765648738717,18882.59,164022.05,97676.93,86402.39,2446.8,172849.78999999998,159546.43,0.11835169235688948,247433.94
11,2017,0.07241608078301609,0.07318601187133222,-7.699310883161337e-4,1,560962,28101.09,-669.4542780848669,28770.55,173917.75,103097.28,85692.68,115.41,191206.94,172849.78999999998,0.16644827858917274,256391.226
11,2018,-0.2536291225993593,-0.2540090662165603,3.799436172009507e-4,1,551301.64,25094.46,-1020.9861626837326,26115.45,176997.95,119562.53,89367.67,1161.34,206031.47000000003,191206.94,0.13658212405888617,181229.841
11,2019,-0.14859382774105578,-0.15230183034484013,0.003708002603784344,1,583716.39,24570.48,-143.17659099440732,24713.65,194451.64,118830.29,96021.36,1051.43,216209.14,206031.47000000003,0.1199508502269095,143981.721
11,2020,0.07449975833310218,0.06706766963932975,0.007432088693772432,1,604900.23,27674.24,-525.8838533672262,28200.12,196794.7,141724.91,103744.3,2161.48,232613.83,216209.14,0.13042982364205324,143139.204
12,2015,NA,NA,3.799436172009507e-4,1,4033.07,17.36,-11.900917471819012,29.26,1342.39,786.25,638.41,1000.55,489.6800000000002,NA,NA,935.82
12,2016,0.15983843046739787,0.15613042786361353,0.003708002603784344,1,3881.25,-2.67,-19.70814766718611,17.04,1478.56,974.18,640.52,1331.61,480.61,489.6800000000002,0.03479823558242116,1085.4
12,2017,0.5959203980099503,0.5884883093161779,0.007432088693772432,1,4235.9,44.18,35.82747251042203,8.35,1561.16,933.88,654.11,1382.71,458.22,480.61,0.01737375418738686,1812.407
12,2018,1.0381569923311922,1.0375920033667732,5.649889644190331e-4,1,4694.9,28.07,14.168658205834358,13.9,1760.12,981.44,732.1,1605.94,403.52,458.22,0.03033477368949412,3693.97
12,2019,0.9558601778095563,0.9558113297718569,4.88480376994449e-5,1,5197.7,102.28,40.7985425110759,61.48,1947.93,978.72,783.05,1705.9,437.7000000000001,403.52,0.15235923869944487,7188.834
12,2020,-0.2226769627294245,-0.22846307125083398,0.005786108521409483,1,5709.21,51.32,13.97987138391216,37.34,2139.06,955.68,825.61,1831.48,437.64999999999975,437.7000000000001,0.0853095727667352,5565.25
13,2015,NA,NA,5.649889644190331e-4,1,484364.56,24742.85,253.7145630314416,24489.13,135198.25,62027.32,55435.76,42894.52,98895.29,NA,NA,157028.04
13,2016,0.15627535473246135,0.1562265066947619,4.88480376994449e-5,1,514084.99,27517.76,230.25934720604255,27287.5,142661.31,73108.21,65440.62,30311.94,120016.96,98895.29,0.2759231506374065,174630.46
13,2017,0.0809622541847983,0.07517614566338882,0.005786108521409483,1,542405.37,29358.29,21.57037360984382,29336.72,147343.36,113464.36,76346.49,41433.91,143027.31999999998,120016.96,0.24443811941245636,182631.56
13,2018,-0.25030986220519436,-0.24953993111687822,-7.699310883161337e-4,1,534559.14,30054.04,-427.47950744323657,30481.52,179742,100633.5,96334.2,16858.8,167182.5,143027.31999999998,0.21311676678273775,130959.94
13,2019,-0.1880293653921954,-0.18840930900939634,3.799436172009507e-4,1,547975.58,29417.54,-976.8534090070864,30394.4,183166.38,115901.39,108274.38,2036.86,188756.53,167182.5,0.18180371749435495,100039.56
13,2020,-0.05719452209953524,-0.06090252470331958,0.003708002603784344,1,536716.85,27598.51,-1609.2744178260243,29207.78,157783.72,156147.78,99072.33,6952.19,207906.98,188756.53,0.154737851983187,89044.5
14,2015,NA,NA,-7.699310883161337e-4,1,25209.88,86.84,15.552610981913976,71.29,6693.16,7992.68,3774.24,7023.32,3888.2800000000007,NA,NA,12791.475
14,2016,-0.15581577689834514,-0.1561957205155461,3.799436172009507e-4,1,23802.75,20.58,13.776097374067744,6.8,5764.92,6137.72,3095.26,4992.48,3814.900000000001,3888.2800000000007,0.00174884524777022,10885.248
14,2017,0.17772177844454484,0.1740137758407605,0.003708002603784344,1,24357.42,47.44,11.919783901416425,35.52,5786.15,6262.82,3229.1,5005.75,3814.119999999999,3814.900000000001,0.00931086004875619,12779.712
14,2018,-0.24212415538732524,-0.24955624408109767,0.007432088693772432,1,24750.16,121.29,20.26651014704065,101.02,8952.55,8976.64,5090.63,8966.36,3872.199999999998,3814.119999999999,0.02648579488846706,9649.728
14,2019,-0.15713973483649946,-0.1577047238009185,5.649889644190331e-4,1,25677.77,104.71,0.1857837790855336,104.52,7058.96,7115.5,3983,6278.31,3913.15,3872.199999999998,0.02699240741697227,8097.408
14,2020,-0.22411859693191016,-0.2241674449696096,4.88480376994449e-5,1,26050.04,74.61,15.906016170849142,58.7,6741.42,5853.25,3757.84,4904.48,3932.35,3913.15,0.01500070275864712,6259.968
15,2015,NA,NA,0.007432088693772432,1,51123.4,566.75,-5.1054921134556634,571.86,10741.58,4739.24,5533.08,4665.02,5282.719999999999,NA,NA,7087.944
15,2016,-0.19963257116753885,-0.20019756013195789,5.649889644190331e-4,1,48308.1,289.86,0.829363636393359,289.03,12526.34,4981.17,6110.24,6195.2,5202.070000000001,5282.719999999999,0.05471234515552594,5515.648
15,2017,0.12753424138627678,0.12748539334857734,4.88480376994449e-5,1,49428.8,471.08,-8.948629775539343,480.03,11098.86,4472.77,5652.09,4394.08,5525.460000000001,5202.070000000001,0.0922767283023873,6055.862
15,2018,-0.19905239415463383,-0.2048385026760433,0.005786108521409483,1,50227.81,627.42,1.0288089934229945,626.39,13655.19,5114.99,7100.61,5770.93,5898.64,5525.460000000001,0.11336431717902218,4609.686
15,2019,-0.06454460824377317,-0.06377467715545704,-7.699310883161337e-4,1,52118.81,623.54,-9.87657021037897,633.41,12222.38,4596.69,6300.88,4319.74,6198.449999999999,5898.64,0.10738237966717752,4063.166
15,2020,-0.0328867094985712,-0.03326665311577215,3.799436172009507e-4,1,52868.25,636.25,4.417609198173328,631.84,13934.2,4509.36,7086.21,4889.61,6467.740000000001,6198.449999999999,0.10193516120965727,3691.112
16,2015,NA,NA,0.005786108521409483,1,44855.91,2632.84,-120.3159119822306,2753.15,22154.46,8497.76,2861.96,2437.26,25353,NA,NA,27627.851
16,2016,0.1979106402955093,0.19868057138382544,-7.699310883161337e-4,1,45432.59,2783.52,-151.5217167562655,2935.04,22033.96,10872.44,2710.76,2721.56,27474.08,25353,0.11576697037825898,32148.426
16,2017,0.1498380448661063,0.14945810124890535,3.799436172009507e-4,1,46071.82,2678.04,-233.337613424244,2911.38,21918.98,10843.85,2940.06,239.32,29583.449999999997,27474.08,0.10596824352262206,36212.185
16,2018,-0.007841586213671148,-0.011549588817455492,0.003708002603784344,1,45580.17,2669.19,-236.20921134821273,2905.39,22559.96,12403.38,2860.38,390.56,31712.4,29583.449999999997,0.0982099788902241,35127.247
16,2019,0.07680078358478704,0.0693686948910146,0.007432088693772432,1,46522.34,3099.01,-330.4134021222339,3429.42,14079.76,25937.56,3061.6,3453.18,33502.54,31712.4,0.10814129488780416,40648.048
16,2020,0.5401765649149359,0.5396115759505169,5.649889644190331e-4,1,49759.71,3969.46,-734.839335661264,4704.3,12946.21,31675.46,3101.46,4088.06,37432.149999999994,33502.54,0.14041621918815708,61755.372
17,2015,NA,NA,0.003708002603784344,1,216941.22,6940.2,-376.2780528641343,7316.48,223899.51,114465.05,50279.05,76060,212025.51,NA,NA,111711.138
17,2016,0.6338399929890541,0.6264079042952817,0.007432088693772432,1,217297.27,6972.58,-299.70531233512696,7272.28,234402.12,113837.9,48032.93,83291.11,216915.98,212025.51,0.03429908033236189,179709.222
17,2017,0.16802234559243923,0.1674573566280202,5.649889644190331e-4,1,231016.35,7579.75,-204.482854655359,7784.23,244199.12,104124.18,49760.86,76282.64,222279.8,216915.98,0.03588592228198217,207526.62
17,2018,-0.025211586666886054,-0.0252604347045855,4.88480376994449e-5,1,235225.26,7119.26,-112.67211752254738,7231.93,249415.92,117786.3,51311.74,89407.94,226482.54000000004,222279.8,0.0325352551153996,199873.156
17,2019,0.5049351205508117,0.4991490120294022,0.005786108521409483,1,244345.6,6131.61,-60.15020193760782,6191.76,247964.83,109958.71,51767.81,75685,230470.73,226482.54000000004,0.02733879618269911,298485.096
17,2020,0.027089011594243928,0.02785894268256006,-7.699310883161337e-4,1,250264.29,7105.6,-61.89351198553806,7167.5,250718.4,105742.23,52197.39,68740.45,235522.79,230470.73,0.03109939383625851,304519.558
18,2015,NA,NA,4.88480376994449e-5,1,118059.61,-1766.82,7.924373120366291,-1774.75,30373.17,33110.39,13574.75,35207.76,14701.049999999996,NA,NA,42414.944
18,2016,0.006688963210702337,9.028546892928535e-4,0.005786108521409483,1,119771.31,-2787.15,-37.425595894387754,-2749.72,32500.02,34756.54,13754.53,38737.71,14764.32,14701.049999999996,-0.1870424221399152,46045.776
18,2017,-0.12209302325581406,-0.12132309216749793,-7.699310883161337e-4,1,124880.3,-1434.9,-77.16073525568852,-1357.74,36357.92,34387.03,14408.89,41531.34,14804.72,14764.32,-0.09196088949575734,41800.122
18,2018,-0.07000946073793779,-0.07038940435513874,3.799436172009507e-4,1,124518.05,-480.03,-137.57427863531552,-342.45,39064.52,34384.53,14637.31,44349.47,14462.269999999997,14804.72,-0.02313113655644956,38873.718
18,2019,-0.1780264496439472,-0.18173445224773155,0.003708002603784344,1,103970.07,-905.12,-187.4688225828548,-717.65,32440.48,31215.99,13077.01,36647.69,13931.77,14462.269999999997,-0.0496222238970784,32408.072
18,2020,-0.044552848141957146,-0.05198493683572958,0.007432088693772432,1,105251.76,935.9,-98.6644144106724,1034.57,34475.99,41594,21268.73,39934.18,14867.079999999998,13931.77,0.07425976742366547,30883.93
19,2015,NA,NA,3.799436172009507e-4,1,2489.79,18.69,84.29778744228987,-65.61,1122.91,1273.56,176.52,957.05,1262.9,NA,NA,1482.16
20,2015,NA,NA,5.649889644190331e-4,1,48056.75,2117.1,19.941817863144745,2097.16,17802.74,6205.81,1994.49,7311.69,14702.370000000004,NA,NA,19779.45
20,2016,0.19562986183675846,0.195581013799059,4.88480376994449e-5,1,47402,2175.84,15.381844242360632,2160.45,16956.3,5470.55,1855.02,4401.53,16170.3,14702.370000000004,0.14694569651015443,22835.034
20,2017,0.1540812262778466,0.1482951177564371,0.005786108521409483,1,46911.03,2213.09,-5.657976921288065,2218.75,17878.33,5128.6,2018.33,3359.89,17628.710000000003,16170.3,0.13721143083307052,25617.798
20,2018,-0.2630871252839484,-0.26231719419563226,-7.699310883161337e-4,1,45415.74,2131.92,-2.093309425669767,2134.01,18832.46,5340.97,1991.92,4264.18,17917.33,17628.710000000003,0.12105310031193434,18360.786
20,2019,0.2501258008994396,0.24974585728223864,3.799436172009507e-4,1,46528.23,1931.51,-7.445486292891349,1938.96,18581.12,5827.9,2271.53,3262.64,18874.85,17917.33,0.10821701670952089,22362.146
20,2020,-0.12614304360910977,-0.12985104621289412,0.003708002603784344,1,44863.62,1210.22,-2.4305109827325557,1212.65,18612.43,5864.12,2275.4,3158.95,19042.2,18874.85,0.06424686818703196,19042.836
21,2015,NA,NA,-7.699310883161337e-4,1,185844.62,4289.9,-59.88471712579053,4349.78,241205.95,117260.36,50643.26,162057.03,145766.02000000002,NA,NA,74118.912
21,2016,1.0713634290925667,1.0709834854753657,3.799436172009507e-4,1,228883.68,5069.43,133.74195835433216,4935.69,240796.81,124608.12,53977.51,162157,149270.41999999998,145766.02000000002,0.03386036059707193,151848.396
21,2017,0.5149571584445223,0.5112491558407379,0.003708002603784344,1,240817.72,6679.62,185.75147604974023,6493.87,251726.33,118732.96,54850.46,161918.52,153690.31,149270.41999999998,0.04350406463651674,228079.152
21,2018,0.03393583290634394,0.02650374421257151,0.007432088693772432,1,246555.7,7982.53,253.4492042519376,7729.08,270380.49,117616.24,55864.61,173312.44,158819.68,153690.31,0.05028996297814742,232984.08
21,2019,-0.020269237450060373,-0.020834226414479406,5.649889644190331e-4,1,250587.01,8314.64,360.4400631070179,7954.2,267307.88,126328.09,59595.88,170120.53,163919.56,158819.68,0.05008321386870947,225407.488
21,2020,0.04900162135411623,0.04895277331641679,4.88480376994449e-5,1,253375.78,8724.94,301.04994377491545,8423.89,286071.41,123728.78,58120.72,182373.32,169306.14999999997,163919.56,0.05139038928606201,233425.64
22,2015,NA,NA,0.007432088693772432,1,18495.18,1311.87,-20.226145793268255,1332.1,7330.49,6957.05,618.07,3520.24,10149.23,NA,NA,9317.574
22,2016,0.16227022190067353,0.1617052329362545,5.649889644190331e-4,1,18282.82,1324.13,-57.84351594258002,1381.98,6985.14,6166.61,574.88,1439.02,11137.85,10149.23,0.13616599485872327,10399.458
23,2017,NA,NA,3.799436172009507e-4,1,28793.33,890.28,22.94839095852829,867.33,11144.96,2648.91,3316.04,4064.94,6412.889999999999,NA,NA,8730.336
23,2018,-0.1581732621037295,-0.16188126470751385,0.003708002603784344,1,27749.64,611.23,18.097797129214417,593.13,10918.48,2513.98,3354.17,3670.1,6408.19,6412.889999999999,0.09249028129283364,7295.968
23,2019,1.543644561059887,1.5362124723661146,0.007432088693772432,1,28424.01,1148.74,14.392633443881277,1134.34,11128.58,2567.9,3733.53,2642.59,7320.359999999999,6408.19,0.17701410226600647,18322.672
23,2020,-0.34467577033474783,-0.34524075929916687,5.649889644190331e-4,1,28227.75,1122.13,0.9193669999814847,1121.21,11147.65,2475.69,3708.87,1740.27,8174.2,7320.359999999999,0.1531632324093351,11771.472
24,2015,NA,NA,0.003708002603784344,1,62037.86,681.48,95.832309560299,585.64,38766.95,25149.88,16480.1,10465.24,36971.49,NA,NA,11381.38
24,2016,0.4885929613240976,0.48116087263032514,0.007432088693772432,1,54554.91,404.19,-88.95710547246323,493.15,37100.14,20818.32,14679.78,6094.8,37143.880000000005,36971.49,0.01333865635385536,16635.08
24,2017,0.24611980222640883,0.2455548132619898,5.649889644190331e-4,1,52884.35,1049.23,-67.37027490812326,1116.6,37698.39,19847.59,13285.37,6266.91,37993.7,37143.880000000005,0.03006147984540117,20455.06
24,2018,3.030400197991945e-4,2.541919820997496e-4,4.88480376994449e-5,1,51249.47,1191.6,-23.677409689312626,1215.27,37793.45,20650.37,13195.66,6305.98,38942.17999999999,37993.7,0.03198609243111358,20189.92
24,2019,0.5340576267607757,0.5282715182393662,0.005786108521409483,1,51631.7,1079.04,-86.74826233581523,1165.79,38837.66,20771.89,14536.84,5240.49,39832.22,38942.17999999999,0.02993643396440569,30667.86
24,2020,0.15058574506778077,0.1513556761560969,-7.699310883161337e-4,1,52451.07,750.45,-63.925083077540386,814.38,39835.2,20022.88,15448.35,4234.39,40175.34,39832.22,0.02044525763314221,35008.3
25,2015,NA,NA,4.88480376994449e-5,1,10926.45,147.4,10.356144858807372,137.05,7205.31,1307.82,1660.08,3186.75,3666.3,NA,NA,11924.008
25,2016,-0.27049048686476596,-0.27627659538617544,0.005786108521409483,1,12537.36,151.96,19.43140044086036,132.52,8112.92,1642.47,2094.45,4005.24,3655.7000000000007,3666.3,0.03614543272509069,8552.789
25,2017,0.28538601275992126,0.2861559438482374,-7.699310883161337e-4,1,13187.46,146.33,24.602514035413073,121.73,8684.5,1985.71,1969.39,5080.09,3620.73,3655.7000000000007,0.03329868424651913,10836.518
25,2018,-0.3135755305090824,-0.31395547412628333,3.799436172009507e-4,1,11906.66,127.82,30.920998338356416,96.9,10442.28,2367.82,2587.83,6671.41,3550.8600000000006,3620.73,0.02676255893148619,7311.771
25,2019,-0.31797414212112374,-0.3216821447249081,0.003708002603784344,1,12822.84,113.77,42.57466900572522,71.19,11457.48,2523.45,2555.91,7948.69,3476.33,3550.8600000000006,0.02004866426724793,4938.484
25,2020,-0.11610138983530238,-0.12353347852907481,0.007432088693772432,1,14114.88,-40.86,56.28581203946716,-97.15,11208.92,2735.94,2676.11,7962.13,3306.619999999999,3476.33,-0.02794613860019043,4327.425
26,2015,NA,NA,3.799436172009507e-4,1,49270.85,1570.89,-109.20203462484052,1680.1,21282.06,17154.17,9541.63,12928.94,15965.66,NA,NA,5869.857
