year,firm_ID,industry_ID,ROE,NOA,RNOA,PM,ATO,NFO,lagged_FLEV,NBC,ROE_DuPont
2017,4,1,0.03006417083229348,12708.289999999997,0.02846913437662413,0.009036167581501414,3.150576183968227,487.7399999999998,0.026950761179241056,-0.030712890530704605,0.030064134996005444
2018,4,1,0.024986600439423766,13018.06,0.022808733511747063,0.007340188328781486,3.1073771530237355,786.0699999999997,0.039911460613474836,-0.031751562770653496,0.02498631462788161
2019,4,1,0.021256557600194244,12868.67,0.020182730760190077,0.0068166233871359,2.96081059697067,585.5599999999995,0.06426345999301829,0.0034688829898913767,0.021256820447706066
2020,4,1,0.0216451696679424,12981.910000000002,0.02093378725229569,0.007057688660016368,2.9660967294988527,602.6000000000004,0.04767196581321827,0.006012841672890397,0.021645098059857988
2015,5,1,0.973744901775624,106448.68999999999,0.8620819278519107,0.026598109438911596,32.41139863086402,-40138.35,0.048677995784902416,-1.4318241078267024,0.9737446761876365
2016,5,1,0.04102102068504829,120796.75,0.03848351727015148,0.010003930733136433,3.846839637011973,-29026.14,-0.2738192271294925,0.04775064264344178,0.04102103437757794
2017,5,1,0.03772480960686314,139636.3,0.03511046447855592,0.010265320050408434,3.4202990560590414,-12477.440000000002,-0.19373635096746564,0.04860478131183882,0.037724804180634994
2018,5,1,0.018671686068595775,151171.47000000003,0.016056211744367336,0.0054549643367622185,2.9434127802011374,621.0899999999965,-0.08202704108123306,0.047942111665866864,0.018671717767140262
2019,5,1,0.08415209579676913,129994.12,0.08400295373194425,0.030327500030867593,2.7698608077304527,-32463.73000000001,0.004125462851704502,0.04785469579807167,0.08415208202720427
2020,5,1,0.11265635978809273,124845.89,0.129523012271632,0.039921042912981895,3.2444796733883043,-55152.19,-0.19982863247297689,0.045117329061852965,0.11265634002287454
2015,6,1,-0.013922648508250755,5768.99,-0.01925253606666587,-0.09205481466672641,0.20914208709633933,-1802.8699999999994,-0.3064043238683435,-0.0018575017549327048,-0.013922622339712636
2016,6,1,-0.025734760019334755,6643.120000000001,-0.043799694573920224,-0.01274854568296141,3.435662048296149,-733.8899999999994,-0.23810133837656794,0.03207203834702337,-0.025734533420494043
2017,6,1,-0.002501013283159437,7089.659999999999,-0.0064879153168992875,-0.0030267619125202605,2.1435169016967928,-317.1400000000003,-0.09948339503403132,0.03359052496376616,-0.002500776010110013
2018,6,1,-0.004202894637360264,7199.570000000001,-0.005574315270407891,-0.002865188252728164,1.9455319437039296,-10.599999999999909,-0.04281741102770432,0.02646925234825761,-0.004202292664885454
2019,6,1,-0.033664948260581924,7222.620000000001,-0.03375340471722616,-0.016466658083576707,2.049802974344301,177.10000000000036,-0.0014701456415035857,0.026329690626835812,-0.03366507381647804
2015,7,1,0.045809251836628095,14787.91,0.03899277547482769,0.007225229991054086,5.396752148112458,1818.3500000000004,0.02513654066697708,-0.23218204042066568,0.04580917226244478
2016,7,1,0.031449794750168854,13464.83,0.024830418903009282,0.009614453074064201,2.5826137703029026,156.1900000000005,0.1402013638087954,-0.02238340750927204,0.03144986175664285
2017,7,1,0.024254168720470315,12417.02,0.023868106764066088,0.008824189999324553,2.704849597061381,-995.25,0.011735985044302085,-0.00901833099901018,0.024254061505813922
2018,7,1,0.02048795617744051,11074.509999999998,0.026435489352517754,0.008703279034947543,3.0374171902759275,-2518.26,-0.07420444115723886,-0.05371953426279097,0.020487630619198487
2019,7,1,0.019962818468936064,11277.84,0.034496334375064906,0.009413197301137797,3.664677714860523,-2492.0699999999997,-0.18526466643664247,-0.043949611668508935,0.019963072347995346
2020,7,1,0.0037850646808875294,10228.830000000002,0.013271158306909833,0.0036793835293319407,3.6068972427344246,-3481.670000000002,-0.180979396379497,-0.039146980889410085,0.0037845551158234014
2017,8,1,-0.008042740964953865,2355.7999999999993,-0.012021902798267248,-0.006348647459818229,1.8936163764575222,-2316.24,-0.2539418693701908,0.0036481310427388027,-0.008042625111588021
2018,8,1,-0.09440201710601795,2433.1399999999994,-0.19722387299431196,-0.021512196973976272,9.168002377111812,-3738.5200000000004,-0.4957663033706904,0.01017521608234203,-0.09440239328033068
2019,8,1,-0.1197003723471481,3427.3300000000017,-0.0991393836770593,-0.010276684893631071,9.647019900211252,-3469.1400000000003,-0.6057559878541593,-0.13308340142784975,-0.11970117568142849
2020,8,1,0.3882551508235372,3775.119999999999,0.9160366816151343,0.1176454717757438,7.786416831761162,-5413.1900000000005,-0.5030312609204418,-0.13316514571837829,0.3882553634515258
2015,9,1,0.038710056582766585,15335.46,0.09541418550933482,0.007646839161412206,12.477598063107932,3184.83,-0.589138807898297,-0.0008349962572576749,0.03871005730217802
2016,9,1,0.034752107503890746,14093.67,0.02874644777528682,0.008025764590437317,3.5817706152929225,1695.8999999999996,0.2621123349159673,0.005832364924426083,0.03475251153378385
2017,9,1,0.09993168126203342,16048.73,0.08890445143103251,0.01954717279011832,4.548200007521107,2932.2699999999995,0.13679072930051125,0.008289497959556167,0.09993182970892255
2018,9,1,0.09562641139453786,15927.349999999999,0.08019824621636727,0.020426534116698567,3.926179828559643,2451.26,0.2235565083871715,0.011183393610664664,0.09562696569175344
2019,9,1,0.09934409758320108,17878.86,0.08444028667669136,0.020173179964906817,4.185769760820225,4473.289999999999,0.18189697456754894,0.0025057102897078107,0.0993439382339574
2020,9,1,0.09127474624353905,16941.54,0.06987973506140771,0.0180857037431531,3.863810668017983,2964.499999999999,0.33368890692450964,0.005763536932315243,0.09127459913125988
2015,10,1,0.04871131512823888,16853.03,0.0436259041385848,0.020193302049821383,2.160414578603834,2546.709999999999,0.21209784045835162,0.019646914851547462,0.04871179598273937
2016,10,1,0.01278875350194879,15077.199999999999,0.01339996427942038,0.006493741761692359,2.0635197350268766,1275.9700000000003,0.17801293414379094,0.01683374580266805,0.012788706755258325
2017,10,1,-0.0038518305977075953,14625.42,-0.0020952166184702733,-0.0008934599242637865,2.3450594274799035,839.1199999999999,0.09245335379527769,0.016906828318681292,-0.003852019401878512
2018,10,1,0.04956950015595193,14452.27,0.04769845925792217,0.019644782591187404,2.4280471945421054,171.8800000000001,0.06086622226413178,0.016958602684461362,0.049569478200489965
2019,10,1,0.09377474984926883,12109.179999999998,0.09285946083210457,0.03772742069969026,2.461325452679752,-2971.79,0.012036085849196004,0.01680367536443719,0.09377487479532146
2020,10,1,0.1108323934070554,14311.71,0.13391740811516553,0.044937589836799435,2.9800754468923576,-1740.5499999999993,-0.19705562705847174,0.01676677312796054,0.11083221627746372
2015,11,1,0.9828939974807287,84413.6,1.0999461280308225,0.038195590043982125,28.797725778401045,-75132.82999999999,-0.10843021481087395,0.020431937112317507,0.9828941724181423
2016,11,1,0.11835169235688947,77619.65999999999,0.2196411478719069,0.03853915670570664,5.699168498914867,-95230.12999999999,-0.4709151436356175,0.004550576046282127,0.1183517403459757
2017,11,1,0.16644827858917274,88225.07,0.3620357265156792,0.050094462726530495,7.22706077300519,-102981.87,-0.5509415429431531,0.007029857862053396,0.16644824548577625
2018,11,1,0.13658212405888615,87630.28000000001,0.2844368386446165,0.04551856584355526,6.248809323699034,-118401.19,-0.5385885575073791,0.009914232113708293,0.13658210398996884
2019,11,1,0.1199508502269095,98430.28000000001,0.2803880119976793,0.04209318158772276,6.661126610573422,-117778.86,-0.5746752668415169,0.0012092495944880902,0.11995088221714095
2020,11,1,0.13042982364205324,93050.40000000001,0.2811557581671006,0.045750090060306316,6.145468955284897,-139563.43,-0.5447450556438086,0.004465010557643589,0.13042984146445993
2015,12,1,0.00012578787770271442,703.9800000000001,0.0001865655601695425,0.004304413263345293,0.04334285505489498,214.29999999999995,-0.5999790726114608,8.52724633653602e-5,0.00012579182188702628
2016,12,1,0.03479823558242116,838.04,-0.00379272138413023,-0.0006879227053140097,5.5132958322679615,357.42999999999995,0.4376327397484069,-0.09196522476521753,0.03479445284101068
2017,12,1,0.01737375418738686,907.0500000000001,0.05271824733902917,0.010429896834202885,5.054532003245669,448.83000000000004,0.7437007136763695,0.10023633301743567,0.017379013107463377
2018,12,1,0.030334773689494127,1028.02,0.030946474836006835,0.005978828090055167,5.176010142770519,624.5,0.979507660075946,0.03156798388216999,0.03033770196448353
2019,12,1,0.15235923869944487,1164.88,0.0994922277776697,0.019677934471016026,5.056030038326102,727.1800000000001,1.5476308485329104,0.06532993196329208,0.15236285063670724
2020,12,1,0.0853095727667352,1313.4499999999998,0.04405604010713549,0.008988984465451438,4.901114277865531,875.8000000000001,1.6613662325793923,0.019224774311603948,0.08530986661203527
2015,13,1,55.95596938192623,79762.48999999999,18.838060070805895,0.05108311392559356,368.7727435380106,-19132.800000000003,2.0011424654404215,0.28969463693930303,55.95598180502358
2016,13,1,0.2759231506374065,77220.69,0.3449962507439274,0.05352764724758838,6.4451973603131005,-42796.270000000004,-0.19346522973945476,-0.012034796120068287,0.27592315723826644
2017,13,1,0.24443811941245636,70996.86999999998,0.38018683852734286,0.054126104983068295,7.024093801803636,-72030.45,-0.3565851859603843,-0.0005040246173286555,0.24443811629948095
2018,13,1,0.21311676678273778,83407.8,0.4233149996612528,0.05622210481706477,7.529333898804273,-83774.7,-0.5036132257809208,0.005934705495290347,0.2131167633389428
2019,13,1,0.18180371749435498,74892.0,0.3526953114696707,0.05368403460606767,6.569836154412417,-113864.53,-0.5010973038446009,0.011660482329475206,0.1818036780704146
2020,13,1,0.154737851983187,58711.39,0.3685107888693051,0.05142098668972289,7.1665444907333224,-149195.59,-0.6032349185482484,0.014133237258574067,0.15473787538807807
2015,14,1,0.00034289373064819666,2918.92,0.001479099711316663,0.0034446812122866113,0.4293865295984306,-969.3600000000006,-0.7176074126996602,-0.00010424310116615362,0.00034288117223426565
2016,14,1,0.001748845247770222,2669.66,0.00705055294423965,0.0008646059804014242,8.154642813095254,-1145.2400000000007,-0.24930303373213875,-0.01421153892678441,0.0017498489373019054
2017,14,1,0.009310860048756192,2557.0499999999997,0.01777005311537799,0.0019476611233866313,9.12379104455249,-1257.0699999999997,-0.3002018401530841,-0.010408110004380232,0.009310916694692802
2018,14,1,0.026485794888467067,3861.919999999999,0.04743356602334722,0.00490057438012522,9.679184998337929,-10.279999999998836,-0.32958323282959107,-0.016122021961418737,0.026486709870942544
2019,14,1,0.026992407416972276,3075.96,0.02711345651903717,0.004077846323882486,6.648964763640885,-837.1899999999996,-0.0026548215484734367,-0.01807235205112399,0.02699349626075991
2020,14,1,0.015000702758647127,2983.58,0.02425584207857059,0.0028641030877495774,8.468913770010014,-948.7700000000004,-0.21394273155897414,-0.01899929068771623,0.015001720820605103
2015,15,1,0.14542449171614938,5208.5,0.1899563611500278,0.011085921515392168,17.134918453669755,-74.21999999999935,-0.24127303012193735,0.005381169422995732,0.14542334535670925
2016,15,1,0.05471234515552594,6416.1,0.05565133915714698,0.006000235985269551,9.274858404531054,1214.0299999999997,-0.014049580519126388,-0.011174395532112184,0.05471246561688045
2017,15,1,0.0922767283023873,5446.77,0.07342154891600816,0.009530476159647815,7.703869952151619,-78.69000000000051,0.23337440672655302,-0.007371012063572848,0.09227646490253674
2018,15,1,0.11336431717902218,6554.580000000001,0.11519120506281703,0.012491486290164751,9.221577191619987,655.9400000000005,-0.014241348231640532,-0.013074202483453902,0.11336453272787729
2019,15,1,0.10738237966717751,5921.499999999999,0.09513042788401391,0.011963818820882518,7.951510241693593,-276.9499999999998,0.11120190416774044,-0.01505712444793573,0.10738349351890926
2020,15,1,0.10193516120965727,6847.990000000001,0.10744743730473699,0.012034633262875166,8.928185425990037,380.25,-0.044680524969952146,-0.01595092687551302,0.10193393361273008
2015,16,1,0.4256741922217034,19292.5,0.3844690193764886,0.05869549854188667,6.55023006750886,-6060.5,0.05879178816711865,-0.3164126547856163,0.42567510629404254
2016,16,1,0.11576697037825898,19323.199999999997,0.1442799015161332,0.06126703320237742,2.3549353375664115,-8150.880000000001,-0.23904468899144085,0.02500152079139766,0.11576703809238613
2017,16,1,0.10596824352262206,18978.92,0.13859195164362012,0.05812750614149821,2.3842748613066163,-10604.53,-0.29667526628735164,0.028627290970330073,0.10596815665617353
2018,16,1,0.0982099788902241,19699.579999999998,0.14063972027913077,0.058560334461236103,2.4016208509230244,-12012.82,-0.3584615722642221,0.0222743687224434,0.09821029025851322
2019,16,1,0.10814129488780415,11018.16,0.15731350617627385,0.06661337327400127,2.3615904501517293,-22484.38,-0.3788051361612492,0.027505065598438492,0.1081414021683075
2020,16,1,0.14041621918815708,9844.75,0.36026523484864986,0.07977257102181665,4.516154239909386,-27587.399999999998,-0.6711246371170664,0.0326822147491398,0.14041619935865352
2015,17,1,0.1954597852380908,173620.46000000002,0.7049645750272988,0.03199115410155801,22.036234541252952,-38405.05,-0.7369974740964652,0.013639489508403631,0.19545973322035026
2016,17,1,0.03429908033236189,186369.19,0.04015989820554559,0.03208774781201807,1.2515648789318952,-30546.789999999994,-0.18113410032594662,0.0078037995611287304,0.03429910538753156
2017,17,1,0.035885922281982174,194438.26,0.04067061728389762,0.03281044826480896,1.2395629878522303,-27841.539999999994,-0.14082314267487345,0.006694086503208981,0.035885935442171474
2018,17,1,0.032535255115399606,198104.18000000002,0.03661450169323671,0.03026571210932023,1.2097683861190693,-28378.36,-0.12525447656512195,0.004046906799068852,0.03253526464178278
2019,17,1,0.027338796182699115,196197.02,0.030951441812080892,0.02509400619450483,1.2334197087613192,-34273.71000000001,-0.12530043154761508,0.0021195799171484122,0.027338797074324614
2020,17,1,0.031099393836258517,198521.01,0.03621665609396106,0.02839238470658359,1.2755764078373872,-37001.78,-0.1487117691691262,0.00180585970954233,0.03109936568511558
2015,18,1,-0.007535364199787205,16798.42,-0.008899914422156123,-0.014965490738111027,0.594695795674221,2097.3700000000026,-0.1571048814426833,-0.00021416194357045233,-0.007535340308767428
2016,18,1,-0.1870424221399152,18745.489999999998,-0.1659173898497597,-0.023270597942028022,7.129915194405188,3981.1699999999983,0.1426680407181802,-0.017844059891381926,-0.18704272171753808
2017,18,1,-0.09196088949575734,21949.03,-0.07654641196362433,-0.01149020301841043,6.6618850720893406,7144.309999999998,0.2696480433910941,-0.01938142185731545,-0.09196083969626177
2018,18,1,-0.023131136556449564,24427.21,-0.021870214765755024,-0.003855103737972125,5.673054800143788,9964.940000000002,0.4825697480263049,-0.01925648224045647,-0.023131523011896506
2019,18,1,-0.049622223897078405,19363.47,-0.03705376094936753,-0.008705582289210732,4.256321945895581,5431.700000000001,0.6890301453367974,-0.018812840075590496,-0.049622305310103136
2020,18,1,0.07425976742366547,13207.259999999998,0.04833327910751533,0.008892012827148923,5.4355836014929135,-1659.8199999999997,0.38987867298986423,-0.018164555187265934,0.07425936649906453
2015,19,1,-0.0044131060033308495,946.3900000000001,0.0014151307689861488,0.007506657187955611,0.18851677032177758,-316.51,-0.111643981198729,-0.050787306721385386,-0.004412957180716716
2015,20,1,1.6605907039353867,15808.250000000002,2.23702701845962,0.044054165127687575,50.77901288052494,1105.8799999999992,-0.25062158524031986,-0.0630053327324405,1.6605892644998455
2016,20,1,0.14694569651015443,15101.279999999999,0.13763952366643997,0.045901860680983925,2.998560878022551,-1069.0200000000004,0.07521780502055105,0.0139091440683986,0.14694625123416422
2017,20,1,0.13721143083307052,15860.000000000002,0.14654982888867701,0.04717632505617549,3.1064274021804774,-1768.7100000000005,-0.06611009072187903,0.005292676396407983,0.1372113057222988
2018,20,1,0.12105310031193434,16840.54,0.13442118537200504,0.04694231559366863,2.863539722572509,-1076.79,-0.10033122105928342,0.0011835232602686514,0.1210532880412503
2019,20,1,0.10821701670952089,16309.589999999998,0.11469406562972445,0.04151264726812088,2.7628704305206364,-2565.2599999999998,-0.060097681964890966,0.0069145202805480635,0.10821676479100911
2020,20,1,0.06424686818703196,16337.03,0.07420296892809691,0.026975531622281036,2.750750938558235,-2705.17,-0.1359088946402223,0.0009474715945878998,0.06424689525917995
2015,21,1,0.22842843789057984,190562.69,0.26258750825578453,0.02308326170539669,11.37566742547452,44796.67,-0.14206184159393348,0.02213713634477335,0.22842868561016005
2016,21,1,0.03386036059707193,186819.3,0.02660242673946301,0.022148499185263015,1.2010938762461842,37548.880000000005,0.30731901714816656,0.0029855334861794897,0.03386034716215527
2017,21,1,0.04350406463651674,196875.87,0.03575444292961166,0.0277372445848254,1.289040907443717,43185.55999999998,0.25154936925882576,0.004946924543414883,0.04350405474808914
2018,21,1,0.05028996297814742,214515.88,0.04054600495225748,0.032376173010804456,1.2523408785444352,55696.2,0.2809907794447157,0.005868841442647443,0.05028996815575465
2019,21,1,0.050083213868709474,207712.0,0.03876002093644535,0.03318065050538733,1.1681513275380826,43792.44,0.3506882774225461,0.006471537790854995,0.05008321347135935
2020,21,1,0.051390389286062016,227950.68999999997,0.04200498767524265,0.03443478299307061,1.2198418001848714,58644.54000000001,0.2671581109661349,0.006874472940418835,0.05139038962906614
2015,22,1,0.007867995344528242,6712.42,0.005755060447502923,0.07093037212938721,0.08113675812957619,-3436.8100000000004,0.3463816287831247,-0.0003448939286294726,0.00786797257981041
2016,22,1,0.13616599485872327,6410.26,0.19726566573605347,0.07242482286649435,2.7237300407304668,-4727.59,-0.3386276594382037,0.016830582994864427,0.136165355986866
2017,23,1,0.07787230030930566,7828.919999999999,0.13888360222518276,0.030919660907578247,4.4917569646160995,1416.0300000000002,-0.424461633079993,-0.004854141530574412,0.0778724447753805
2018,23,1,0.09249028129283365,7564.3099999999995,0.07807334855893279,0.022026592056689744,3.544504222804678,1156.12,0.22080996243503323,0.01278065939931669,0.09249062479954992
2019,23,1,0.17701410226600647,7395.049999999999,0.15186315737985356,0.040414424284258274,3.757647425872287,74.69000000000005,0.18041287789531832,0.012449082659136836,0.17701525181933103
2020,23,1,0.1531632324093351,7438.78,0.15174069140844215,0.03975272559803739,3.8171141506818755,-735.4200000000001,0.010203050123217993,0.01230910429751619,0.15316331888049475
2015,24,1,0.0716449316141029,22286.85,0.09161179655803775,0.01098490502412559,8.33978958915306,-14684.640000000001,-0.08996843727826577,-0.1303096319930094,0.07164587243273973
2016,24,1,0.013338656353855362,22420.36,0.01813580654062822,0.007408865673135562,2.4478519844661766,-14723.52,-0.3971882117815647,0.0060578335915938844,0.01333857806305516
2017,24,1,0.030061479845401175,24413.019999999997,0.04679808887992878,0.019840085015699352,2.3587645336649365,-13580.68,-0.3963915455251309,0.004575690793242599,0.03006148724656991
2018,24,1,0.03198609243111358,24597.789999999997,0.04881002022691171,0.023250972156394982,2.099267931620095,-14344.39,-0.357445576503473,0.001743462749237345,0.031986287455270546
2019,24,1,0.029936433964405696,24300.820000000003,0.04386735556324369,0.020898788922309355,2.0990381656238224,-15531.4,-0.36835097572863157,0.0060475393053183325,0.02993638934275932
2020,24,1,0.020445257633142214,24386.85,0.03088167395174319,0.014307620416513907,2.1584074117663516,-15788.490000000002,-0.3899205216279685,0.0041158609705203904,0.020445134192308145
2015,25,1,0.003411296581435279,5545.2300000000005,0.006044241056142963,0.013490200385303552,0.4480467957116233,1878.93,-0.39298958017530167,-0.0006559300388325528,0.003411143630425844
2016,25,1,0.036145432725090694,6018.47,0.027403732577368296,0.012120574028344086,2.2609269588457104,2362.7699999999995,0.5124867032157762,0.010341737287105085,0.03614777829395839
2017,25,1,0.03329868424651913,6715.11,0.02431348831181347,0.011096147400636667,2.191164864159828,3094.38,0.6463249172525095,0.010412572546381187,0.033297996543640594
2018,25,1,0.026762558931486196,7854.450000000001,0.01903468446533266,0.010735168384752735,1.773114662306351,4303.59,0.8546287627080729,0.009992631266475486,0.026762283203012542
2019,25,1,0.02004866426724793,8901.57,0.014484782511824505,0.008872449472971666,1.6325573401065636,5425.24,1.2119852655413053,0.00989282645552323,0.020050165592074808
2020,25,1,-0.027946138600190434,8532.81,-0.00459020150377967,-0.002894817384207305,1.585661855155888,5226.1900000000005,1.5606228407544738,0.010374805914478837,-0.027944933892774033
2015,26,1,0.5081019288578671,11740.430000000002,0.18409996238050538,0.03188274608617469,5.774281860254711,-4225.229999999998,1.580523313837091,-0.020895152037113177,0.5080995199402535
2016,26,1,0.09971902195086203,12580.01,0.13739786362169015,0.034271198201277824,4.0091350998217266,-4090.1800000000003,-0.26464486905019885,-0.004978383482047768,0.09971872035106268
2017,26,1,0.09362640737748039,12820.960000000001,0.1245674685473223,0.032185628588780976,3.870282297072896,-4755.01,-0.2453589311219608,-0.0015387842615441282,0.09362617315034306
2015,27,1,0.22434494369300811,20566.179999999997,0.3105485080680386,0.026323147170836697,11.797544801637319,-8029.579999999998,-0.2705404026065133,-0.00808705508099565,0.22434471452894578
2016,27,1,0.13823867594356648,21702.55,0.19875057011073521,0.028603520182411343,6.948465393184346,-8483.319999999998,-0.28079617397824014,-0.016749921981834063,0.13823885644071376
2017,27,1,0.12430617371637791,21511.18,0.17793899795185358,0.026413093274285704,6.73677240692914,-11218.79,-0.2810361271681088,-0.0129007751704554,0.12430612720391933
2018,27,1,0.11934627498894743,21787.120000000003,0.1913135402149022,0.02769801545722879,6.907120855294782,-13884.38,-0.34276811130593765,-0.018645366618718,0.1193463222676829
2019,27,1,0.1037727597661999,22502.42,0.18302740334656437,0.025869074705902464,7.075143020279871,-15761.17,-0.3892289362656462,-0.020592236533312085,0.1037727475133261
2020,27,1,0.09643867708178977,23410.439999999995,0.17905185308957883,0.025763462625746424,6.9498365064735275,-17291.16,-0.41191038269017627,-0.02150942483030054,0.09643858034877051
2015,28,1,0.0019134382923521437,1581.11,0.0035014292768525503,0.02228584167998869,0.15711451813806152,230.28999999999996,-0.42482752520785433,-0.00023657432169184902,0.0019134224588648792
2016,28,1,0.08148383944567003,1468.1700000000003,0.07291712784056771,0.02935701790347757,2.4838056808191715,55.40000000000009,0.17048163337824432,0.022663132902546047,0.08148451098138366
2017,28,1,0.09469340373875434,1493.2600000000002,0.09199207176280674,0.03273055093761663,2.810587329805131,9.179999999999836,0.03921374321368665,0.023161254968826053,0.09469118573775422
2018,28,1,0.07390437173198208,1384.9800000000002,0.07359066739884547,0.026473330330019248,2.7798039189424477,-120.30999999999995,0.006185650369252219,0.02217166616092978,0.07390872736283936
2019,28,1,0.07261723654578187,1363.0100000000002,0.07699028144810753,0.02533073920717613,3.0394012909933714,-167.55999999999995,-0.07992479854380215,0.022312908545003292,0.07262020343392257
2020,28,1,0.06670064093768988,1190.69,0.07213446709855392,0.022729899805344022,3.1735497171700864,-341.19000000000005,-0.10947555485864738,0.022446794172639586,0.06669488153535447
2015,29,1,-2.9539781183904745,23013.35,-3.8444515365040437,-0.07790016464792149,49.351006559221965,-16590.79,-0.22272632321069538,0.15359539368126823,-2.9539812437200617
2016,29,1,0.09152982491224403,11179.060000000001,0.16077711415330667,0.07068345179433749,2.274607564739597,-31486.51,-0.4189155477179911,-0.0045244421741747875,0.09152972214574343
2017,29,1,0.09494119028528154,7977.450000000001,0.37407975268045784,0.0836083885493059,4.474189243102729,-35224.869999999995,-0.7379840466211983,-0.004164758517475143,0.09494133769435009
2018,29,1,0.07523716318938428,7704.54,0.4243310832408852,0.07488949359527444,5.6660963089709115,-37430.47,-0.8153467221204788,-0.0038227878759554,0.07523722786257525
2019,29,1,0.05235248646228282,7750.470000000001,0.3314071962764812,0.05830417941686687,5.684107032996129,-38816.0,-0.8293001375207405,-0.005087013146573834,0.052352502127008815
2020,29,1,0.0507315671555091,7596.749999999999,0.33019545911409237,0.0581701332687193,5.676374465032442,-40278.45,-0.8335611438874366,-0.005069762320980882,0.050731397628997976
2015,30,1,-0.0017399405119978611,145.53,-0.01115871918912693,-0.06310014738503222,0.17684141244611185,-351.1,-0.8413218117104472,3.645866423989825e-5,-0.001739971875111674
2016,30,1,-0.16414634637456457,162.5,-0.5946540232254518,-0.06453152380597293,9.214938500652787,-581.17,-0.7069649437206774,0.014304098033767164,-0.16414197930117858
2017,30,1,-0.13309666922156335,159.90000000000003,-0.5668307692307692,-0.0634091268939785,8.939261538461539,-1397.48,-0.7814891013487165,-0.011834723635716717,-0.13310740830660034
2018,30,1,-0.06521850800703745,171.12999999999994,-0.5918699186991868,-0.06194852459874846,9.554221388367727,-2211.67,-0.8973275629583017,-0.004958405891063759,-0.06521804123890362
2019,30,1,-0.0479477925130099,179.02999999999997,-0.6424940104014495,-0.07132894352719842,9.007479693800038,-2907.54,-0.928181131442001,-0.0019410700000014307,-0.04794485743113286
2020,30,1,-0.03892670504799827,196.80999999999995,-0.7066972015863264,-0.08358658597817181,8.454672401273532,-3329.15,-0.9419971035809978,0.002189175024703086,-0.03892828805070825
